 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"
Boucher ruled out simultaneous steps by both sides, stressing that Washington would not consider such moves until the "verifiable and irreversible termination" of the north 's nuclear programs.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-44" latLong="38.895°N 77.037°W" state="US-DC" type="PPLC",north PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" type="COUNTRY"
"We (have) made clear that once North Korea did that, we could move on or move back to the comprehensive approach to US - North Korea relations that we had talked about before," he said.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" predicative="true" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-20" latLong="40.000°N 127.000°E" type="COUNTRY",North PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-52" latLong="40.000°N 127.000°E" type="COUNTRY"
South Korea 's Munhwa Ilbo newspapers and others quoted unnamed South Korean government sources as saying Pyongyang also urged Washington not to hinder its efforts to establish and improve ties with Seoul and Tokyo .	Seoul PLACE country="KR" form="NAM" gazref="IGDB:19283417" id="Pl-50" latLong="37.566°N 127.000°E" state="KR-11" type="PPLC",Munhwa PLACE country="KP" form="NAM" gazref="IGDB:19820030" id="Pl-49" latLong="38.406°N 125.410°E" type="PPL",Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-44" latLong="38.895°N 77.037°W" state="US-DC" type="PPLC",Tokyo PLACE country="JP" form="NAM" gazref="IGDB:19753773" id="Pl-51" latLong="35.685°N 139.751°E" state="JP-13" type="PPLC",South Korean PLACE country="KR" form="NAM" gazref="IGDB:19283410" id="Pl-37" latLong="37.000°N 127.500°E" predicative="true" type="COUNTRY",South Korea PLACE country="KR" form="NAM" gazref="IGDB:19283410" id="Pl-36" latLong="37.000°N 127.500°E" type="COUNTRY",Pyongyang PLACE country="KP" form="NAM" gazref="IGDB:19816541" id="Pl-33" latLong="39.019°N 125.755°E" state="PYO" type="PPLC"
The North 's ruling Workers Party newspaper, Rodong Sinmun, indicated Sunday that North Korea wanted economic and political "rewards" from the United States in return for the elimination of its nuclear program.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-10" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-20" latLong="40.000°N 127.000°E" type="COUNTRY",North PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-52" latLong="40.000°N 127.000°E" type="COUNTRY"
Rodong called for a "fair and equal" footing in talks with the United States , blasting Washington for insisting that there would be "no security of the system nor provision of rewards" even if Pyongyang gave up its nuclear program.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-10" type="COUNTRY",Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-44" latLong="38.895°N 77.037°W" state="US-DC" type="PPLC",Pyongyang PLACE country="KP" form="NAM" gazref="IGDB:19816541" id="Pl-33" latLong="39.019°N 125.755°E" state="PYO" type="PPLC"
It insisted North Korea could do "everything" to defend itself if the United States "legally guarantees no use of arms including nukes".	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-10" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-20" latLong="40.000°N 127.000°E" type="COUNTRY",North PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-52" latLong="40.000°N 127.000°E" type="COUNTRY"
  South Korea  's ruling party faces call for dissolution	South Korea PLACE country="KR" form="NAM" gazref="IGDB:19283410" id="Pl-1" latLong="37.000°N 127.500°E" type="COUNTRY"
South Korea 's ruling party is facing an internal reformist call for dissolving itself to create a new group after a humiliating defeat at last week's by-elections, party officials said Tuesday.	South Korea PLACE country="KR" form="NAM" gazref="IGDB:19283410" id="Pl-2" latLong="37.000°N 127.500°E" type="COUNTRY"
The ruling Millennium Democratic Party (MDP), founded by former president Kim Dae-Jung, has suffered declining popularity since President Roh Moo-Hyun took office in February.	
A group of 18 reformist MDP lawmakers, mostly Roh's confidants, demanded late Wednesday that the party be "constructively dissolved" to create a new grouping, MDP officials said.	
But the established MDP leadership has opposed the sudden overhaul, they added.	
Reformist MDP members, however, vowed to launch a preparatory committee next month and to make "tangible progress" in the process of forging a new party.	
The internal dispute erupted after the MDP lost three parliamentary seats in Thursday's by-elections.	
The opposition Grand National Party (GNP) took two of the National Assembly seats while a splinter reformist party got the third.	
With the latest wins, the GNP increased its majority in the 272-seat National Assembly to 153 seats against 101 for the MDP.	
General elections are due in April next year.	
  Australia  's first listed bordello plans sex Disneyland	Australia PLACE country="AU" form="NAM" gazref="IGDB:18443435" id="Pl-10" latLong="25.000°S 135.000°E" type="COUNTRY"
The Daily Planet Ltd, about to become the first brothel to list on the Australian Stock Exchange, plans to follow up its May Day launching by opening a "sex Disneyland" here, the Melbourne -based bordello announced Wednesday.	Melbourne PLACE country="AU" form="NAM" gazref="IGDB:18413156" id="Pl-17" latLong="37.817°S 144.967°E" state="AU-VIC" type="PPLA",Australian PLACE country="AU" form="NAM" gazref="IGDB:18443435" id="Pl-12" latLong="25.000°S 135.000°E" nonLocUse="true" type="COUNTRY",Australia PLACE country="AU" form="NAM" gazref="IGDB:18443435" id="Pl-13" latLong="25.000°S 135.000°E" type="COUNTRY"
Chief executive Andrew Harris said the company was likely to abandon plans to acquire a hotel in Sydney 's Kings Cross red light district and acquire another property three times the size in a better location.	Kings Cross PLACE country="AU" form="NAM" id="Pl-18" state="AU-NSW" type="RGN",hotel PLACE country="US" form="NOM" id="Pl-26" state="US-NV" type="FAC",Sydney PLACE country="AU" form="NAM" gazref="IGDB:18396865" id="Pl-9" latLong="33.883°S 151.217°E" mod="W" state="AU-NSW" type="PPLA"
The Daily Planet raised 3.5 million dollars (2.2 million US ) in its initial public offering with one of the new 600 shareholders acquiring 1.0 million dollars worth of shares.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"
Renowned Hollywood madam Heidi Fleiss has been flown to Melbourne as guest of honour at Thursday's market debut and, according to Harris, has already played a key role in attracting worldwide media attention to the event.	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-19" latLong="34.098°N 118.326°W" predicative="true" state="US-CA" type="PPL",Melbourne PLACE country="AU" form="NAM" gazref="IGDB:18413156" id="Pl-17" latLong="37.817°S 144.967°E" state="AU-VIC" type="PPLA"
"Heidi's ideas, her background, her knowledge have helped us a great deal," he said.	
"The international novelty value with Heidi promoting it has been massive -- these shares can go anywhere."	
But it hasn't been an easy road to the Australian Stock Exchange since the idea was first mooted in 1994.	Australian PLACE country="AU" form="NAM" gazref="IGDB:18443435" id="Pl-12" latLong="25.000°S 135.000°E" nonLocUse="true" type="COUNTRY",Australia PLACE country="AU" form="NAM" gazref="IGDB:18443435" id="Pl-13" latLong="25.000°S 135.000°E" type="COUNTRY"
"The establishment did not want a brothel on the stock exchange," Harris said.	
"It's only because we were the biggest and the best that we could afford to do it.	
"We have fought every institution, every law firm ... it's cost us a fortune but now we're going on a massive expansion."	
Harris said Sydney was a more attractive option for the sex Disneyland because its prostitution laws are less restrictive than Melbourne 's.	Melbourne PLACE country="AU" form="NAM" gazref="IGDB:18413156" id="Pl-17" latLong="37.817°S 144.967°E" state="AU-VIC" type="PPLA",Sydney PLACE country="AU" form="NAM" gazref="IGDB:18396865" id="Pl-9" latLong="33.883°S 151.217°E" mod="W" state="AU-NSW" type="PPLA"
"Prostitution is completely decriminalised in Sydney and we are going to build a monster," he said.	Sydney PLACE country="AU" form="NAM" gazref="IGDB:18396865" id="Pl-9" latLong="33.883°S 151.217°E" mod="W" state="AU-NSW" type="PPLA"
"We want a complete one-stop adult venue -- we want a complete adult venue with adult cinemas, adult shops... we have found much bigger premises in a much better location to create a sex Disneyland."	venue PLACE country="AU" form="NOM" id="Pl-25" type="FAC"
The company is also considering franchising The Daily Planet within Australia with likely venues in Perth , Brisbane , Sydney 's western suburbs and a second venue in Melbourne .	Perth PLACE country="AU" form="NAM" gazref="IGDB:18405325" id="Pl-21" latLong="31.933°S 115.833°E" state="AU-WA" type="PPLA",venue PLACE country="AU" form="NOM" id="Pl-25" type="FAC",Melbourne PLACE country="AU" form="NAM" gazref="IGDB:18413156" id="Pl-17" latLong="37.817°S 144.967°E" state="AU-VIC" type="PPLA",suburbs PLACE country="AU" form="NOM" id="Pl-23" type="RGN",Brisbane PLACE country="AU" form="NAM" gazref="IGDB:18438272" id="Pl-22" latLong="27.500°S 153.017°E" state="AU-QLD" type="PPLA",Australia PLACE country="AU" form="NAM" gazref="IGDB:18443435" id="Pl-13" latLong="25.000°S 135.000°E" type="COUNTRY",Sydney PLACE country="AU" form="NAM" gazref="IGDB:18396865" id="Pl-9" latLong="33.883°S 151.217°E" mod="W" state="AU-NSW" type="PPLA"
But The Daily Planet is saving its big plans for the United States where it is negotiating with two well-known US personalities to join the board.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY",US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"
"The United States is our major thrust," he said.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-4" type="COUNTRY"
"We want to build a little city called Metropolis with a 150-200 room hotel in Nevada ."	hotel PLACE country="US" form="NOM" id="Pl-26" state="US-NV" type="FAC",Nevada PLACE country="US" form="NAM" gazref="IGDB:1780793" id="Pl-20" latLong="39.250°N 116.750°W" state="US-NV" type="CIVIL"
 Troubled French  media group Vivendi set to sell theme parks: report	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-5" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY"
Beleaguered French media group Vivendi Universal is in advanced negotiations to sell its theme park business to a US firm for around 1.5 billion dollars, the Los Angeles Times said Friday.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" predicative="true" type="COUNTRY",French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-6" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY",theme park PLACE country="FR" form="NOM" id="Pl-19" predicative="true" type="FAC",Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC",Los Angeles PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-11" latLong="34.052°N 118.243°W" predicative="true" state="US-CA" type="PPL"
The report came as the indebted group said it was planning to sell off its US unit Vivendi Universal Entertainment and other assets, to focus on its telecoms activities and its French cable television business.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" predicative="true" type="COUNTRY",French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-6" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY",Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC"
The Times said Vivendi Universal was negotiating to sell its flagship theme parks to New York investment firm Blackstone Group as a the first step toward dismantling its entertainment empire.	theme park PLACE country="FR" form="NOM" id="Pl-19" predicative="true" type="FAC",Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC",New York PLACE country="US" form="NAM" gazref="IGDB:976772" id="Pl-12" latLong="40.714°N 74.006°W" predicative="true" state="US-NY" type="PPL"
Vivendi Universal officials in the United States were not immediately available for comment on Friday.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY",Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC"
Under the reported plans, Blackstone Group would buy Vivendi's theme park division, including Universal Studios Hollywood , Universal Orlando in Florida and Universal's ownership interests in parks in Spain and Japan , a source close to the negotiations told the paper.	Spain PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-17" latLong="40.000°N 4.000°W" type="COUNTRY",theme park PLACE country="FR" form="NOM" id="Pl-19" predicative="true" type="FAC",Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC",Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-13" latLong="34.098°N 118.326°W" state="US-CA" type="PPL",Orlando PLACE country="US" form="NAM" gazref="IGDB:289240" id="Pl-15" latLong="28.538°N 81.379°W" state="US-FL" type="PPL",Florida PLACE country="US" form="NAM" gazref="IGDB:295478" id="Pl-16" latLong="28.750°N 82.500°W" state="US-FL" type="CIVIL",Universal Studios PLACE country="US" form="NAM" id="Pl-20" state="US-CA" type="FAC",Japan PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-18" latLong="36.000°N 138.000°E" type="COUNTRY"
Blackstone already holds a 50 percent stake in the two parks that make up Universal Orlando .	Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC",Orlando PLACE country="US" form="NAM" gazref="IGDB:289240" id="Pl-15" latLong="28.538°N 81.379°W" state="US-FL" type="PPL"
Vivendi earlier this week confirmed months of press speculation that it planned to shed its entertainment assets by the end of the year, including its famed Universal movie studio and television assets.	Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC"
Chief executive Jean-Rene Fourtou told shareholders at the group's annual general meeting Tuesday that the sale of Vivendi Universal Entertainment was a major goal for 2003, and that negotiations were already under way.	Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC"
However, Fourtou said he had not yet received any firm offer for its giant US music business, Universal Music Group, and had taken no final decision over its future.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" predicative="true" type="COUNTRY",Universal PLACE country="US" form="NAM" id="Pl-22" state="US-FL" type="FAC"
The group, once a French utilities company, needs to reshape itself in order to slash its huge debt burden of around 18 billion dollars.	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-6" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY"
In 2002, the group recorded a net loss of 23.3 billion euros -- the biggest ever in France -- on sales of 28.7 billion.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-7" latLong="46.000°N 2.000°E" type="COUNTRY"
 Head of Iran  's largest daily quits after conservatives win Tehran 	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-1" latLong="32.000°N 53.000°E" type="COUNTRY",Tehran PLACE country="IR" form="NAM" gazref="IDGB:16912659" id="Pl-4" latLong="35.672°N 51.424°E" state="07" type="PPLC"
TEHRAN , May 4 (AFP) The pro-reform director of Iran 's biggest-selling daily newspaper and official organ of Tehran 's municipality has stepped down following the appointment of a conservative as the city 's new mayor, press reports said Sunday.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-3" latLong="32.000°N 53.000°E" type="COUNTRY",Tehran PLACE country="IR" form="NAM" gazref="IDGB:16912659" id="Pl-7" latLong="35.672°N 51.424°E" state="07" type="PPLC",TEHRAN PLACE country="IR" form="NAM" gazref="IDGB:16912659" id="Pl-5" latLong="35.672°N 51.424°E" state="07" type="PPLC",city PLACE country="IR" form="NOM" gazref="IDGB:16912659" id="Pl-8" latLong="35.672°N 51.424°E" state="07" type="PPLC"
Mohammad Atrianfar, who had headed Hamshahri (Fellow Citizen) since it was founded a decade ago and was a major backer of reformist President Mohammed Khatami, explained that he wanted to "leave the new mayor with a free hand to choose a director" of the paper.	
Tehran had been governed by reformists since 1989, but a conservative city council was elected in the February 28 municipal polls in a result attributed to a meager turnout amid growing public disillusionment with electoral politics.	Tehran PLACE country="IR" form="NAM" gazref="IDGB:16912659" id="Pl-7" latLong="35.672°N 51.424°E" state="07" type="PPLC",city PLACE country="IR" form="NOM" gazref="IDGB:16912659" id="Pl-8" latLong="35.672°N 51.424°E" state="07" type="PPLC"
Mahmud Ahmadi-Nejad, reported to be a hardliner among conservatives, was appointed mayor on Saturday and a change in Hamshahri's management -- as well as its editorial line -- has been considered inevitable given the election result.	
Founded by former mayor Gholamhossein Karbaschi, Hamshahri was quick to become Iran 's biggest-selling daily with a circulation of 450,000.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-3" latLong="32.000°N 53.000°E" type="COUNTRY"
It also built up healthy finances, carrying scores of pages of private advertisements daily.	
  British  bank Barclays to buy Spanish  rival Zaragozano	Spanish PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-9" latLong="40.000°N 4.000°W" predicative="true" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-1" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY"
British bank Barclays announced on Thursday it had agreed to buy Spanish rival Banco Zaragozano for 1.14 billion euros (1.29 billion dollars) in cash.	Spanish PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-5" latLong="40.000°N 4.000°W" predicative="true" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-2" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY"
"The combination of the banking operations of Barclays Spain and Zaragozano will bring together two complementary businesses, creating a nationwide distribution platform, trebling the existing Barclays branch network and trebling its existing customer base," Barclays said in a statement.	Spain PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-8" latLong="40.000°N 4.000°W" predicative="true" type="COUNTRY"
"The acquisition of Banco Zaragozano builds on our existing business creating the sixth largest private sector banking group in Spain " by assets, added Jacobo Gonzalez-Robatto, chief executive of Barclays Spain . "It provides a platform for us to intensify and strengthen our competitive position in the Spanish banking market, to the advantage of our customers, employees and shareholders."	Spanish PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-5" latLong="40.000°N 4.000°W" predicative="true" type="COUNTRY",Spain PLACE country="ES" form="NAM" gazref="IGDB:19596523" id="Pl-8" latLong="40.000°N 4.000°W" predicative="true" type="COUNTRY"
The members of the board of Zaragozano have voted in favour of the transaction and have committed to sell their shares to Barclays.	
Shareholders, including board members, owning 54 percent of the ordinary share capital of Zaragozano have given irrevocable commitments to accept the offer.	
The takeover, which is subject to approval by 75.01 percent of Zaragozano shareholders, is expected to be completed in July.	
 Jailed Anwar to attend daughter's wedding after bail hearing	
Malaysia 's prison department has agreed to allow jailed politician Anwar Ibrahim to attend his daughter's wedding ceremony Friday after his bail hearing, his lawyer said Thursday.	Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-1" latLong="2.500°N 112.500°E" type="COUNTRY",Malay PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-2" latLong="2.500°N 112.500°E" type="COUNTRY"
Anwar will be taken to the appeal court early Friday for a bail application pending his appeal to the country's highest Federal Court againt his sodomy conviction, counsel Sankara Nair said.	
Prison authorities have given the nod for Anwar to be taken home later in the afternoon to marry his eldest daughter, Nurul Izzah, to engineer Raja Ahmad Sharir Iskandar in a traditional Malay ceremony, he said.	Malay PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-2" latLong="2.500°N 112.500°E" type="COUNTRY"
But this is also conditional on police approval.	
"They have to get the green light from police.	
We have given an assurance that there will not be a huge crowd at the house as the guests will only comprise of family members," he added.	
The former deputy premier, sacked by Prime Minister Mahathir Mohamad in 1998, was sentenced to a total 15 years in jail after being convicted of corruption and sodomy.	
He completed four years in prison on a corruption charge last month and is now serving a nine-year sodomy sentence.	
He lost an appeal case on his sodomy sentence on April 18.	
Another appeal is now pending in the Federal Court.	
Anwar, 56, says he was framed to prevent him from becoming a political threat to Mahathir, an allegation the government denies.	
 Budget cinema launched by eastJet founder finally gets some films	
A ground-breaking British budget cinema chain launched by the founder of low-cost airline easyJet announced Friday that it had finally acquired some films to show -- just a fortnight before it first opens.	British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-3" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY"
EasyCinema, which aims to sell tickets to its no-frills cinemas for as little as 20 pence (0.28 euros, 0.32 dollars), has been locked in a bitter battle with film distributors over how it wants to pay for titles.	
Rather than splitting ticket sales with distributors, easyCinema wants to pay a fixed fee for rights to show first-run movies over a fixed period, a proposal thus far rejected by the film majors.	
EasyCinema founder Stelios Haji-Ioannou, who set up easyJet in 1995 and built it up into Europe 's biggest budget airline, has vowed to take legal action against the distribution firms unless they allow him access.	
The deadlock, and subsequent lack of any films, has been threatening to de-rail the debut of easyCinema's first outlet in Milton Keynes , SIGNAL id="S-1" just north SIGNAL of London , which is due to open its doors on May 23.	Milton Keynes PLACE country="GB" form="NAM" gazref="IGDB:17396829" id="Pl-8" latLong="52.033°N 0.700°W" state="GB-ENG" type="PPL",London PLACE country="GB" form="NAM" gazref="IGDB:17398111" id="Pl-6" latLong="51.500°N 0.117°W" state="GB-ENG" type="PPLC"
However the firm announced on Friday that it had reached a deal with the British arm of French distributors Pathe to show four releases.	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-9" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-3" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY"
While not the latest Hollywood blockbusters, these include titles such as as recently-released US martial arts picture "Bulletproof Monk" and new British 1930s-based weepie "The Heart of Me".	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-3" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY",Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-10" latLong="34.098°N 118.326°W" predicative="true" state="US-CA" type="PPL"
Haji-Ioannou professed himself "delighted", but promised to push ahead in his battle with other distributors.	
"The situation with the top six UK distributors representing more than 90 percent of the market is still in a deadlock," he said.	UK PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-4" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY"
"I have instructed my lawyers to discuss this issue with the Office of Fair Trading." EasyCinema aims to make its money by drawing the public in with rock-bottom prices during off-peak hours, when traditional cinemas are often almost empty, also giving the biggest discounts to tickets bought long in advance.	
To cut costs, all booking is done via the Internet and the pared-down cinemas have no popcorn stalls and skeleton staff.	
  Israeli  FM meets Qatari  counterpart in Paris 	Paris PLACE country="FR" form="NAM" gazref="IGDB:18543072" id="Pl-13" latLong="48.867°N 2.333°E" state="FR-75" type="PPLC",Qatari PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-6" latLong="25.500°N 51.250°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-1" latLong="31.500°N 34.750°E" predicative="true" state="GB-ENG" type="COUNTRY"
Israeli Foreign Minister Silvan Shalom on Wednesday stressed Qatar 's role in the Middle East peace process during talks with his Qatari counterpart Sheikh Hamad bin Jassem bin Jabr al-Thani in Paris .	Qatar PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-11" latLong="25.500°N 51.250°E" type="COUNTRY",Paris PLACE country="FR" form="NAM" gazref="IGDB:18543072" id="Pl-15" latLong="48.867°N 2.333°E" state="FR-75" type="PPLC",Qatari PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-10" latLong="25.500°N 51.250°E" predicative="true" type="COUNTRY",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-2" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY"
Shalom told a joint press conference that the tiny Gulf state 's strong relationship with the recently appointed Palestinian prime minister, Mahmud Abbas, could be a boost for peace.	state PLACE country="QA" form="NOM" gazref="IGDB:19214483" id="Pl-12" latLong="25.500°N 51.250°E" type="COUNTRY"
"We discussed the Middle East peace process.	
Over an hour of talks, we asserted the will of both parties ( Israel and the Arab world) to do everything to return to the negotiating table," Shalom said.	Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" type="COUNTRY"
" Qatar is a very important country on this issue.	Qatar PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-11" latLong="25.500°N 51.250°E" type="COUNTRY"
I know the special relationship that the Qatari foreign minister has with Abu Mazen," he said, using Abbas's alternative name.	Qatar PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-11" latLong="25.500°N 51.250°E" type="COUNTRY",Qatari PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-10" latLong="25.500°N 51.250°E" predicative="true" type="COUNTRY"
The meeting was Shalom's first encounter with an Arab counterpart since he took office as Israel 's foreign minister on February 27.	Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" type="COUNTRY"
Qatar has economic links with Israel without maintaining diplomatic relations, in the face of criticism from other Arab countries.	Qatar PLACE country="QA" form="NAM" gazref="IGDB:19214483" id="Pl-11" latLong="25.500°N 51.250°E" type="COUNTRY",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-5" latLong="31.500°N 34.750°E" type="COUNTRY"
Afterwards Shalom was to fly on to London for talks with British Prime Minister Tony Blair and Foreign Secretary Jack Straw.	British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-19" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY",London PLACE country="GB" form="NAM" gazref="IGDB:17398111" id="Pl-20" latLong="51.500°N 0.117°W" state="GB-ENG" type="PPLC"
 MCI to pay huge fine to SEC for accounting fraud: report	
MCI, formerly WorldCom, and the Securities and Exchange Commission have reached a final agreement in the telecom giant's 11-billion-dollar (9.4-billion-euro) fraud case, The Wall Street Journal reported Monday.	Wall Street PLACE country="US" form="NAM" gazref="IGDB:208991647" id="Pl-2" predicative="true" state="US-NY" type="ROAD"
Under terms of the agreement, to be submitted as early as Monday to a judge presiding over the case, MCI would agree to pay the largest fine imposed so far by the SEC on a company that is not a broker-dealer, the Journal said, citing sources close to the matter.	
The report did not give the amount of the fine, but said it would be "exponentially larger" than the historic 10 million dollars Xerox paid the SEC last year.	
Last month, the SEC slapped fines totaling 1.4 billion dollars on 10 Wall Street brokerages to settle charges of conflicts of interest between analysts and investors.	Wall Street PLACE country="US" form="NAM" gazref="IGDB:208991647" id="Pl-2" predicative="true" state="US-NY" type="ROAD"
MCI and the SEC negotiated the agreement for months after a partial settlement in November under which MCI, formerly known as WorldCom, agreed not to mislead investors about its finances, and to improve internal controls, the Journal said.	
The estimated value of the fraud has reached historic proportions, swelling from the initially announced 3.5 million dollars to 11 million dollars as revelations of misconduct piled on, the report said.	
Separately, former WorldCom CEO Bernard Ebbers failed on April 29 to make a first repayment of 25 million dollars, plus interest, on a 400-million-dollar loan from MCI, the Journal said, citing SEC documents.	
Because he is now in default MCI must now seize additional assets owned by Ebbers, to secure the loan.	
The company has already sold his Georgia -based yacht building business for 15 million dollars, and is close to selling his ranch in British Colombia , which is expected to bring 60 to 70 million dollars, the Journal said.	ranch PLACE country="CA" form="NOM" id="Pl-6" state="CA-BC" type="FAC",British Colombia PLACE country="CA" form="NAM" gazref="IGDB:19438339" id="Pl-4" latLong="55.000°N 125.000°W" state="CA-BC" type="CIVIL",Georgia PLACE country="US" form="NAM" gazref="IGDB:1706317" id="Pl-5" latLong="32.750°N 83.500°W" predicative="true" state="US-GA" type="CIVIL"
 Shiites openly mark Mohammed's birthday in Iraq  as lawlessness still	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-8" latLong="33.000°N 44.000°E" type="COUNTRY"
